Problem,Policy,Num_cons,thresh_overlap,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime
futoshiki_futoshiki10,Sets,2,1.0,0.038124,0.064,0.0,0.036026,0.473,1.0,0.0,7.0,0.0,1.0,0.000784
blockedqueens-strong_blockedqueens501642449632,Sets,3,0.75,128.535,0.031,0.0,128.458,1.555,1.0,0.0,857765.0,0.0,1.0,0.002814
blockedqueens_blockedqueens281449839243,Sets,1,1.0,0.302375,0.61,0.0,0.26545,1.61,1.0,0.0,2890.0,0.0,1.0,0.001308
knights2_35b,Sets,2,0.25,,,0.0,,1200.002,,1.0,,,,
golfers1_ord18-6-7-4,Sets,3,1.0,,,0.0,,1200.002,,1.0,,,,
quasiGroup5NonIdempotent_quasiGroupX_18,Sets,1,1.0,3590.87,20.769,0.0,3590.47,23.518,0.0,0.0,16545038.0,1.0,0.0,0.009353
blackhole_PN-31,Sets,2,0.75,18.5795,5.809,0.0,10.4908,9.59,1.0,0.0,201158.0,0.0,1.0,0.009549
blockedqueens_blockedqueens281449852714,Sets,2,0.5,0.390402,2.563,0.0,0.377785,3.181,1.0,0.0,6479.0,0.0,1.0,0.000925
blockedqueens-strong_blockedqueens501642457787,Sets,2,0.25,537.395,0.027,0.0,537.328,1.265,0.0,0.0,3693141.0,0.0,0.0,0.002412
sokoban_New33,Sets,1,0.75,0.07167,0.16,0.0,0.035803,0.636,1.0,0.0,2.0,0.0,1.0,0.001311
sonet2_sonet2,baseline,-1,-1.0,2.4102,,0.0,2.40745,1.138,1.0,0.0,961167.0,0.0,1.0,0.001532
pegSolitaireState_pegSolitaire3_1,Sets,3,1.0,1.13145,74.074,0.0,0.960317,79.805,1.0,0.0,3495.0,0.0,1.0,0.019239
blockedqueens_blockedqueens481721305414,Sets,2,0.0,3588.92,62.129,0.0,3584.67,64.211,0.0,0.0,235463.0,1.0,0.0,0.19559
killer_16-sol71,Sets,1,0.25,13.6114,5.384,0.0,10.8001,7.336,1.0,0.0,68216.0,0.0,1.0,0.23371
efpa_3,Sets,3,0.75,1.65103,11.917,0.0,1.6174,13.937,1.0,0.0,100828.0,0.0,1.0,0.010469
sokoban_New82,Sets,2,0.75,0.069107,0.292,0.0,0.03738,0.864,1.0,0.0,1.0,0.0,1.0,0.002142
opd_flener_et_al_tab7_11_35_10,2,-1,-1.0,0.558469,0.433,0.0,0.534477,2.33,1.0,0.0,58122.0,0.0,8.0,0.003552
efpa_16,Sets,2,0.5,2614.02,13.211,0.0,2614.0,14.567,0.0,0.0,207359660.0,0.0,0.0,0.004683
blockedqueens-strong_blockedqueens501642408305,Sets,1,0.5,3589.9,0.752,0.0,3589.82,2.213,0.0,0.0,24480696.0,1.0,0.0,0.003174
killer_16-sol58,baseline,-1,-1.0,5.0718,,0.0,5.01082,1.342,1.0,0.0,75136.0,0.0,1.0,0.000817
blackhole_PN-51,Sets,2,0.5,,,0.0,,1200.004,,1.0,,,,
opd_bibdline3,Sets,2,1.0,3589.02,237.597,0.0,3588.83,244.11,1.0,0.0,145069808.0,1.0,25.0,0.012121
RamseyNumbers_04-04-02-SAT,Sets,3,0.5,0.040808,0.001,0.0,0.040811,0.143,1.0,0.0,1.0,0.0,1.0,0.0
handball7_17,Sets,2,1.0,3590.37,27.862,0.0,3588.58,36.852,1.0,0.0,56478290.0,1.0,20.0,0.017277
blockedqueens_blockedqueens561860473904,Sets,2,0.25,843.961,7.159,0.0,843.893,8.363,0.0,0.0,4405895.0,0.0,0.0,0.0
pegSolitaireState_pegSolitaire46,Sets,2,0.5,0.006826,0.015,0.0,0.000204,1.971,0.0,0.0,0.0,0.0,0.0,0.000634
quasiGroup5NonIdempotent_quasiGroupX_19,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
solitaireBattleship_solitaire_battleship_meuffels_hertog2easy,Sets,2,0.5,0.041125,0.001,0.0,0.039361,5.131,1.0,0.0,1.0,0.0,1.0,7.1e-05
blockedqueens-strong_blockedqueens501642416461,Sets,3,0.25,2976.75,0.021,0.0,2976.68,1.219,1.0,0.0,20869731.0,0.0,1.0,0.003801
blockedqueens-strong_blockedqueens281449798304,Sets,2,1.0,2.53235,0.03,0.0,2.51286,0.92,0.0,0.0,36728.0,0.0,0.0,0.00168
pegSolitaireTable_pegSolitaire15,Sets,2,1.0,3.81661,0.036,0.0,3.7037,1.851,1.0,0.0,18160.0,0.0,1.0,0.016315
blockedqueens-strong_blockedqueens281449788237,Sets,2,0.0,3.36913,0.165,0.0,3.35074,0.886,0.0,0.0,58294.0,0.0,0.0,0.001347
bibd-implied_puget17,Sets,3,0.75,1.8557,35.206,0.0,0.067646,37.676,1.0,0.0,140.0,0.0,1.0,0.208457
Bombastic_Bombastic51,Sets,1,1.0,0.041183,0.002,0.0,0.041185,1.479,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens481721284823,Sets,1,0.5,3034.39,0.744,0.0,3034.36,1.545,1.0,0.0,26887026.0,0.0,1.0,0.001712
coprime_17,Sets,1,1.0,,,0.0,,1200.002,,1.0,,,,
quasiGroup3Idempotent_quasiGroupX_13,baseline,-1,-1.0,2.4064,,0.0,2.28749,2.602,1.0,0.0,13253.0,0.0,1.0,0.00553
pegSolitaireState_pegSolitaire18,Sets,1,1.0,310.518,95.071,0.0,309.972,99.942,1.0,0.0,431997.0,0.0,1.0,0.062312
killer_16-sol39,Sets,2,1.0,3591.11,8.646,0.0,3590.72,10.091,0.0,0.0,31011043.0,1.0,0.0,0.026718
efpa_5,Sets,2,0.0,,,0.0,,1200.001,,1.0,,,,
PlottingModelA_5_5_3_seed15_17_8,Sets,2,0.25,,,0.0,,1200.003,,1.0,,,,
bibd-implied_puget7,Sets,3,0.25,,,0.0,,1200.002,,1.0,,,,
AccordionTable_cards_13_03,Sets,2,0.25,882.211,22.587,0.0,848.666,27.407,0.0,0.0,6224585.0,0.0,0.0,2.67705
quasiGroup7_quasiGroupX_23,Sets,3,0.5,3590.71,1127.508,0.0,3589.83,1133.865,0.0,0.0,14349576.0,1.0,0.0,0.010774
opd_flener_et_al_tab2_09_24_08,Sets,1,0.0,1.32192,151.742,0.0,0.034134,153.263,1.0,0.0,8711.0,0.0,7.0,0.175913
sudoku_sudoku49,Sets,3,0.25,0.036977,0.04,0.0,0.036556,0.478,1.0,0.0,1.0,0.0,1.0,3.8e-05
nlinkedopt_opt30,Sets,3,1.0,3590.87,0.182,0.0,3590.87,0.569,1.0,0.0,169406531.0,1.0,25.0,0.0
discreteTomography_3,Sets,2,0.5,0.585756,0.025,0.0,0.584838,0.293,0.0,0.0,714713.0,0.0,0.0,0.000205
blockedqueens-strong_blockedqueens281449852472,baseline,-1,-1.0,0.559781,,0.0,0.540983,0.823,1.0,0.0,7927.0,0.0,1.0,0.001344
RamseyNumbers_02-02-01-SAT,Sets,2,0.25,0.040184,0.001,0.0,0.03968,0.136,1.0,0.0,1.0,0.0,1.0,8.8e-05
bpmp_7661,Sets,1,0.5,30.9512,2.028,0.0,30.915,2.975,1.0,0.0,1519102.0,0.0,1.0,0.003503
futoshiki_futoshiki45,Sets,3,0.0,1e-06,0.008,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0
carSequencing_35,Sets,2,0.0,,,0.0,,1200.001,,1.0,,,,
pegSolitaireAction_pegSolitaire40,Sets,2,0.75,0.008875,0.014,0.0,0.000402,5.369,0.0,0.0,0.0,0.0,0.0,0.000702
blockedqueens_blockedqueens481721283013,Sets,1,0.0,123.509,0.972,0.0,123.449,2.106,1.0,0.0,995754.0,0.0,1.0,0.002036
JPEncoding_data100,Sets,1,1.0,3.64874,14.902,0.0,3.53736,18.064,1.0,0.0,40394.0,0.0,164.0,0.014442
blockedqueens_blockedqueens481721259157,Sets,2,0.75,3591.09,0.017,0.0,3591.05,1.123,0.0,0.0,35883568.0,1.0,0.0,0.0
golfers3_ord36-9-8-8,baseline,-1,-1.0,12.0332,,0.0,9.02077,74.902,1.0,0.0,2463.0,0.0,1.0,0.383919
blockedqueens-strong_blockedqueens501642414057,Sets,2,0.75,1967.03,0.033,0.0,1966.96,1.491,1.0,0.0,12659997.0,0.0,1.0,0.001983
blockedqueens-strong_blockedqueens281449789909,Sets,1,1.0,0.340995,0.099,0.0,0.323999,0.654,0.0,0.0,6044.0,0.0,0.0,0.001163
sudoku_sudoku41,Sets,2,0.0,0.0317,0.037,0.0,0.031207,0.448,1.0,0.0,1.0,0.0,1.0,2.1e-05
molnars_molnars-2-5,Sets,1,0.75,0.0,0.194,0.0,0.0,0.487,0.0,0.0,0.0,0.0,0.0,0.0
pegSolitaireTable_pegSolitaire4_34,baseline,-1,-1.0,0.138166,,0.0,0.037801,1.66,1.0,0.0,61.0,0.0,1.0,0.012298
knapsack_items-68,Sets,1,0.0,18.4415,0.106,0.0,18.4403,0.399,1.0,0.0,4121072.0,0.0,68.0,0.000296
golfers1_ord10-4-3-3,Sets,3,0.75,3.53298,41.283,0.0,0.040857,43.713,1.0,0.0,9.0,0.0,1.0,0.3285
futoshiki_futoshiki8,Sets,3,1.0,0.0,0.008,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens481721259157,Sets,3,1.0,2012.97,0.024,0.0,2012.92,1.022,0.0,0.0,19387011.0,0.0,0.0,0.001985
blockedqueens-strong_blockedqueens281449840726,baseline,-1,-1.0,0.799116,,0.0,0.779335,0.692,0.0,0.0,15031.0,0.0,0.0,0.000429
bpmp_7324,Sets,2,0.5,98.1006,3.285,0.0,98.0118,4.765,1.0,0.0,10399511.0,0.0,1.0,0.008504
blockedqueens-strong_blockedqueens281449803244,Sets,2,0.25,2.8304,0.004,0.0,2.81053,0.809,1.0,0.0,46427.0,0.0,1.0,0.001505
molnars_molnars-3-5,Sets,3,0.25,53.0586,1.002,0.0,53.0569,1.606,0.0,0.0,5324036.0,0.0,0.0,0.00152
blockedqueens-strong_blockedqueens501642437875,Sets,1,1.0,2305.87,0.519,0.0,2305.8,1.786,1.0,0.0,18657549.0,0.0,1.0,0.002657
sedfnofix_25_1_C25_7_2_1,Sets,1,0.5,45.6406,18.386,0.0,15.9255,28.208,0.0,0.0,3318.0,0.0,0.0,0.958851
knights2_35a,Sets,3,1.0,,,0.0,,1200.002,,1.0,,,,
blockedqueens-strong_blockedqueens281449801541,Sets,3,0.5,0.778506,0.021,0.0,0.759196,0.772,0.0,0.0,12200.0,0.0,0.0,0.001412
knights2_10a,Sets,1,0.75,0.32932,5.942,0.0,0.151093,9.63,1.0,0.0,495.0,0.0,1.0,0.010151
golfers3_ord27-5-10-5,baseline,-1,-1.0,3591.33,,0.0,3590.41,37.614,0.0,0.0,6521486.0,1.0,0.0,0.15908
discreteTomography_4,Sets,2,0.75,5.69084,0.013,0.0,5.68985,0.321,0.0,0.0,6054369.0,0.0,0.0,0.000257
blackhole_PN-94,Sets,1,1.0,40.1027,40.22,0.0,2.00733,46.718,1.0,0.0,733.0,0.0,1.0,0.938453
killer_16-sol26,Sets,3,1.0,3590.78,8.137,0.0,3590.72,9.52,0.0,0.0,45393107.0,1.0,0.0,0.000649
discreteTomography_6,Sets,3,1.0,9.54364,0.027,0.0,9.54293,0.321,0.0,0.0,10117799.0,0.0,0.0,8.9e-05
molnars_molnars-3-7,Sets,1,0.5,28.8959,0.15,0.0,28.8926,0.871,1.0,0.0,1533189.0,0.0,1.0,0.001447
pegSolitaireTable_pegSolitaire13,Sets,1,0.0,0.128663,1.831,0.0,0.03486,3.248,1.0,0.0,68.0,0.0,1.0,0.011644
blockedqueens_blockedqueens501642438336,baseline,-1,-1.0,3591.08,,0.0,3591.04,1.153,0.0,0.0,30968159.0,1.0,0.0,0.000133
pegSolitaireAction_pegSolitaire1,Sets,3,1.0,,,0.0,,1200.001,,1.0,,,,
sokoban_New63,Sets,3,0.25,4.61388,7.226,0.0,0.033106,8.628,1.0,0.0,2.0,0.0,1.0,0.383388
blockedqueens_blockedqueens481721286837,Sets,1,0.5,0.006229,0.008,0.0,3.7e-05,0.808,0.0,0.0,0.0,0.0,0.0,9e-05
killer_16-sol6,Sets,3,0.25,53.9697,154.982,0.0,53.1032,156.586,1.0,0.0,550014.0,0.0,1.0,0.092766
sudoku_sudoku4,Sets,3,0.0,0.039902,0.041,0.0,0.039485,0.542,1.0,0.0,1.0,0.0,1.0,3.8e-05
knapsack_items-65,Sets,1,0.0,3592.59,0.069,0.0,3592.59,0.344,1.0,0.0,897672716.0,1.0,85.0,0.0
blackhole_PN-99,Sets,2,0.5,,,0.0,,1200.002,,1.0,,,,
blockedqueens-strong_blockedqueens281449803342,Sets,1,0.0,0.283136,0.163,0.0,0.262659,0.926,1.0,0.0,3758.0,0.0,1.0,0.000606
blockedqueens_blockedqueens501642405538,Sets,3,1.0,466.104,0.038,0.0,466.065,1.084,0.0,0.0,4525875.0,0.0,0.0,0.001057
quasiGroup3Idempotent_quasiGroupX_22,Sets,3,0.75,,,0.0,,1200.002,,1.0,,,,
opd_flener_et_al_tab4_08_14_07,baseline,-1,-1.0,0.004245,,0.0,0.000486,0.938,1.0,0.0,637.0,0.0,5.0,0.000934
bpmp_1266,Sets,3,0.75,219.962,3.183,0.0,219.891,4.875,1.0,0.0,23112083.0,0.0,1.0,0.004804
sudoku_sudoku5,Sets,3,0.0,0.034928,0.038,0.0,0.034167,0.48,1.0,0.0,1.0,0.0,1.0,7.1e-05
golfers2_ord07-15-8-2,Sets,3,0.5,0.520988,417.056,0.0,0.05297,425.853,1.0,0.0,337.0,0.0,1.0,0.072156
quasiGroup7_quasiGroupX_23,Sets,3,0.25,3591.32,1135.275,0.0,3590.52,1141.61,0.0,0.0,17407466.0,1.0,0.0,0.012254
killer_16-sol86,Sets,2,1.0,1.35133,8.797,0.0,0.806031,10.158,1.0,0.0,8105.0,0.0,1.0,0.030462
sudoku_sudoku26,Sets,1,1.0,0.03442,0.036,0.0,0.034423,0.44,1.0,0.0,1.0,0.0,1.0,0.0
quasiGroup3Idempotent_quasiGroupX_17,Sets,3,0.75,,,0.0,,1200.001,,1.0,,,,
blockedqueens-strong_blockedqueens481721324881,2,-1,-1.0,177.104,0.005,0.0,177.036,1.396,1.0,0.0,1231332.0,0.0,1.0,0.000941
blockedqueens_blockedqueens481721303889,baseline,-1,-1.0,538.938,,0.0,538.897,1.188,0.0,0.0,4716437.0,0.0,0.0,0.001041
knapsack_items-52,Sets,2,0.75,2916.21,0.063,0.0,2916.21,0.311,1.0,0.0,742331786.0,0.0,198.0,0.000112
blockedqueens_blockedqueens501642462206,Sets,3,0.25,3591.21,97.499,0.0,3591.18,98.489,0.0,0.0,38838273.0,1.0,0.0,0.00018
blockedqueens-strong_blockedqueens281449852714,Sets,1,1.0,0.437863,0.487,0.0,0.418105,1.198,1.0,0.0,6479.0,0.0,1.0,0.001459
RamseyNumbers_03-09-01-SAT,Sets,1,0.5,0.039022,0.001,0.0,0.039023,0.138,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens281449839243,Sets,3,0.5,0.691256,17.678,0.0,0.678447,18.366,1.0,0.0,13690.0,0.0,1.0,0.000629
carSequencing_15,2,-1,-1.0,3589.46,4.735,0.0,3589.26,7.124,0.0,0.0,89810377.0,1.0,0.0,0.005253
pegSolitaireState_pegSolitaire38,baseline,-1,-1.0,0.005749,,0.0,0.000223,2.015,0.0,0.0,0.0,0.0,0.0,0.000453
pegSolitaireTable_pegSolitaire3_24,Sets,3,0.25,373.056,0.036,0.0,372.907,2.549,1.0,0.0,1658301.0,0.0,1.0,0.018426
blockedqueens-strong_blockedqueens481721284823,Sets,3,0.75,3581.82,0.026,0.0,3581.76,1.196,1.0,0.0,26887026.0,0.0,1.0,0.002503
opd_medium_13_250_80,Sets,1,0.5,,,0.0,,1206.199,,1.0,,,,
sokoban_New99,Sets,3,0.75,0.069764,0.11,0.0,0.062942,1.008,1.0,0.0,15.0,0.0,1.0,0.000563
carSequencing_80,2,-1,-1.0,3591.0,5.04,0.0,3590.76,7.65,0.0,0.0,74982969.0,1.0,0.0,0.010865
opd_puget9,Sets,1,0.0,0.506241,231.705,0.0,0.180291,232.952,1.0,0.0,27330.0,0.0,7.0,0.041951
blackhole_PN-71,Sets,1,0.0,1947.8,51.915,0.0,1904.47,59.629,1.0,0.0,1054068.0,0.0,1.0,1.18868
carSequencing_12,Sets,2,0.0,,,0.0,,1200.001,,1.0,,,,
killer_16-sol69,Sets,2,0.0,,261.058,0.0,,292.022,,0.0,,1.0,,
sokoban_New35,Sets,1,1.0,0.328487,0.51,0.0,0.036543,1.153,1.0,0.0,4.0,0.0,1.0,0.026486
sokoban_New51,Sets,2,0.75,0.0705,0.005,0.0,0.069775,0.5,1.0,0.0,1.0,0.0,1.0,3.7e-05
sokoban_Medium5,Sets,1,1.0,6.06404,4.674,0.0,0.362556,7.046,1.0,0.0,3787.0,0.0,1.0,0.476821
blackhole_PN-64,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
blockedqueens-strong_blockedqueens481721318792,2,-1,-1.0,1133.54,0.016,0.0,1133.48,1.22,1.0,0.0,9396107.0,0.0,1.0,0.003441
opd_flener_et_al_tab5_16_08_03,Sets,2,0.25,4.04889,18.508,0.0,0.145902,20.615,1.0,0.0,390.0,0.0,2.0,0.436412
quasiGroup7_quasiGroupX_12,Sets,1,0.75,3594.52,0.678,0.0,3594.46,2.081,0.0,0.0,28231925.0,1.0,0.0,0.00166
blockedqueens_blockedqueens501642402587,Sets,1,0.0,478.716,0.894,0.0,478.666,1.951,0.0,0.0,3965909.0,0.0,0.0,0.001982
blockedqueens_blockedqueens281449787934,Sets,2,1.0,0.210319,0.012,0.0,0.201391,0.609,1.0,0.0,4511.0,0.0,1.0,0.000314
carSequencing_70,Sets,2,0.0,,,0.0,,1200.001,,1.0,,,,
blockedqueens_blockedqueens561860549527,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
magicSquare_magicSquare5,Sets,2,0.25,0.112611,0.92,0.0,0.081363,1.246,1.0,0.0,3416.0,0.0,1.0,0.001907
sonet2_sonet4,Sets,3,0.5,3590.96,6.724,0.0,3590.82,7.593,1.0,0.0,209579502.0,1.0,1.0,0.028031
bibd-implied_puget24,Sets,1,0.75,,150.534,0.0,,154.977,,0.0,,1.0,,
stilllife_mdsl_10,Sets,1,1.0,3590.64,3.234,0.0,3590.6,4.438,1.0,0.0,39964634.0,1.0,34.0,0.00372
graphColouring_mulsol_i_3,Sets,2,0.75,1.27314,56.066,0.0,0.032817,59.215,1.0,0.0,185.0,0.0,1.0,0.008341
blockedqueens_blockedqueens281449800045,Sets,2,0.0,1.27579,14.431,0.0,0.264431,15.558,1.0,0.0,52.0,0.0,1.0,0.051339
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens215,Sets,2,1.0,54.4267,4.896,0.0,54.4232,7.492,1.0,0.0,7213743.0,0.0,15.0,0.000765
killer_16-sol82,Sets,1,0.0,31.6918,5.874,0.0,28.3426,7.869,1.0,0.0,173851.0,0.0,1.0,0.275216
golfers1_ord07-15-8-2,Sets,2,0.5,71.3134,637.494,0.0,0.056469,663.34,1.0,0.0,77.0,0.0,1.0,1.61632
golfers2_ord07-15-8-2,Sets,2,0.75,1.26194,73.318,0.0,0.041992,80.57,1.0,0.0,337.0,0.0,1.0,0.18581
sonet2_sonet5-5,Sets,1,0.75,3591.09,0.777,0.0,3591.06,1.42,1.0,0.0,333609907.0,1.0,1.0,0.003394
nlinkedseq_nlinkedseq-70-45,2,-1,-1.0,3590.87,0.239,0.0,3590.86,0.676,0.0,0.0,68103392.0,1.0,0.0,0.0003
ramsey1_04-05-03-SAT,Sets,2,0.5,0.047246,0.008,0.0,0.04725,0.47,1.0,0.0,4.0,0.0,1.0,0.0
knapsack_items-87,Sets,2,0.5,116.423,0.111,0.0,116.423,0.491,1.0,0.0,18715266.0,0.0,116.0,0.000407
carSequencing_22,Sets,1,0.0,,,0.0,,1200.001,,1.0,,,,
blockedqueens_blockedqueens281449791733,Sets,1,0.0,0.746692,0.419,0.0,0.731623,1.16,1.0,0.0,9638.0,0.0,1.0,0.0
PlottingModelA_5_5_3_seed15_16_5,Sets,2,0.5,,,0.0,,1207.302,,1.0,,,,
RamseyNumbers_03-05-01-SAT,Sets,1,1.0,0.037981,0.001,0.0,0.037542,0.137,1.0,0.0,1.0,0.0,1.0,6.6e-05
PlottingModelB_5_5_3_seed15_17_4,Sets,3,0.5,,,0.0,,1200.003,,1.0,,,,
sokoban_New14,Sets,1,0.5,0.097148,0.192,0.0,0.037557,0.785,1.0,0.0,4.0,0.0,1.0,0.002288
efpa_14,Sets,2,0.25,3594.14,16.407,0.0,3594.11,18.492,0.0,0.0,221974409.0,1.0,0.0,0.010008
killer_16-sol44,Sets,3,0.0,,,0.0,,1200.002,,1.0,,,,
knapsack_items-75,Sets,3,0.5,3591.64,0.012,0.0,3591.64,0.285,1.0,0.0,835089129.0,1.0,132.0,0.000161
PlottingModelB_5_5_3_seed15_10_9,baseline,-1,-1.0,101.679,,0.0,101.59,8.58,1.0,0.0,2287400.0,0.0,1.0,0.009573
magicSequence_magicSequence200,2,-1,-1.0,0.061889,0.834,0.0,0.033216,40.782,1.0,0.0,1.0,0.0,1.0,0.002093
futoshiki_futoshiki30,2,-1,-1.0,0.000512,0.0,0.0,1.4e-05,0.164,0.0,0.0,0.0,0.0,0.0,4.8e-05
pegSolitaireTable_pegSolitaire31,Sets,3,0.25,1799.67,0.028,0.0,1799.58,1.508,1.0,0.0,11792180.0,0.0,1.0,0.011053
blockedqueens_blockedqueens481721243100,Sets,3,0.75,504.604,0.024,0.0,504.569,1.131,0.0,0.0,5118394.0,0.0,0.0,0.0
pegSolitaireState_pegSolitaire3_1,Sets,3,0.5,,,0.0,,1200.003,,1.0,,,,
golfers2_ord03-7-4-2,Sets,1,1.0,0.052224,1.196,0.0,0.038149,2.524,1.0,0.0,23.0,0.0,1.0,0.002902
blockedqueens_blockedqueens501642418924,Sets,3,0.25,3590.82,120.876,0.0,3590.77,122.01,0.0,0.0,38456347.0,1.0,0.0,4.8e-05
killer_16-sol39,Sets,3,0.5,3591.02,31.431,0.0,3590.95,32.561,0.0,0.0,62878329.0,1.0,0.0,0.003547
golomb_golomb5,Sets,1,0.0,0.337831,0.77,0.0,0.0,1.406,1.0,0.0,13.0,0.0,2.0,0.028945
n-queens2_n_queens_32,Sets,1,0.5,99.3665,0.186,0.0,99.3566,0.914,1.0,0.0,3717955.0,0.0,1.0,0.000571
blockedqueens_blockedqueens281449788117,Sets,1,0.5,0.185645,0.323,0.0,0.168809,0.968,0.0,0.0,3045.0,0.0,0.0,0.001015
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens234,Sets,3,1.0,,,0.0,,1200.002,,1.0,,,,
ramsey1_03-09-02-SAT,Sets,1,0.5,0.042215,0.002,0.0,0.041503,0.592,1.0,0.0,2.0,0.0,1.0,5.3e-05
bpmp_3237,Sets,1,0.25,82.2212,7.557,0.0,82.1757,8.962,1.0,0.0,2954902.0,0.0,1.0,0.003826
blockedqueens-strong_blockedqueens281449840726,Sets,2,0.75,0.963679,0.025,0.0,0.942515,0.838,0.0,0.0,15031.0,0.0,0.0,0.000616
sonet_sonet8,Sets,3,0.5,3591.17,8.226,0.0,3591.17,8.974,0.0,0.0,568506073.0,1.0,0.0,0.001231
blockedqueens_blockedqueens281449795040,2,-1,-1.0,0.563386,0.137,0.0,0.548607,0.792,0.0,0.0,8783.0,0.0,0.0,0.000536
knights_12b,Sets,2,0.25,,,0.0,,1200.002,,1.0,,,,
sokoban_New40,Sets,1,0.0,0.858083,0.963,0.0,0.035668,1.942,1.0,0.0,7.0,0.0,1.0,0.065437
n-queens2_n_queens_8,Sets,1,0.25,0.041882,0.212,0.0,0.040866,0.53,1.0,0.0,26.0,0.0,1.0,0.000123
bibd_puget1,Sets,2,0.75,0.166657,6.531,0.0,0.053116,7.99,1.0,0.0,2513.0,0.0,1.0,0.014581
blockedqueens_blockedqueens281449843201,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
blockedqueens_blockedqueens501642402365,Sets,3,1.0,3591.25,0.033,0.0,3591.21,0.985,0.0,0.0,33118144.0,1.0,0.0,3.1e-05
sokoban_New97,Sets,2,0.25,1.02378,1.709,0.0,0.030053,2.778,1.0,0.0,6.0,0.0,1.0,0.083581
blockedqueens-strong_blockedqueens481721302103,Sets,1,0.75,951.943,0.269,0.0,951.872,1.65,0.0,0.0,6448072.0,0.0,0.0,0.002834
opd_flener_et_al_tab6_10_31_09,Sets,1,0.75,1.48104,16.554,0.0,0.266509,18.694,1.0,0.0,19136.0,0.0,8.0,0.160856
blockedqueens-strong_blockedqueens501642438336,Sets,2,0.5,739.75,0.034,0.0,739.678,1.338,1.0,0.0,5119766.0,0.0,1.0,0.002827
sportsScheduling_12-10-7,Sets,3,0.5,3591.04,9.417,0.0,3591.0,10.471,0.0,0.0,66487339.0,1.0,0.0,0.000972
killer_16-sol56,Sets,3,0.25,1.06702,141.165,0.0,0.03749,142.795,1.0,0.0,7.0,0.0,1.0,0.11684
blockedqueens-strong_blockedqueens281449787798,baseline,-1,-1.0,0.140065,,0.0,0.120014,0.846,0.0,0.0,1889.0,0.0,0.0,0.000434
blockedqueens-strong_blockedqueens481721345259,Sets,2,1.0,640.013,0.022,0.0,639.951,1.209,1.0,0.0,5148511.0,0.0,1.0,0.003357
blockedqueens-strong_blockedqueens281449794019,Sets,2,0.25,0.32207,0.044,0.0,0.305288,0.691,1.0,0.0,4734.0,0.0,1.0,0.000683
knights_06a,Sets,3,0.5,2.88141,38.795,0.0,2.33905,40.389,1.0,0.0,46464.0,0.0,1.0,0.01266
blockedqueens_blockedqueens561860530797,2,-1,-1.0,1998.71,0.219,0.0,1998.64,1.347,0.0,0.0,12515060.0,0.0,0.0,0.005312
pegSolitaireState_pegSolitaire38,Sets,2,0.25,0.007899,0.007,0.0,0.000192,1.926,0.0,0.0,0.0,0.0,0.0,0.00069
knights2_11a,Sets,1,0.5,0.331845,7.738,0.0,0.07386,12.037,1.0,0.0,234.0,0.0,1.0,0.010069
blockedqueens_blockedqueens281449843764,Sets,3,0.75,0.022606,0.02,0.0,0.012944,0.57,0.0,0.0,319.0,0.0,0.0,0.000506
golfers3_ord36-9-8-8,Sets,1,0.25,,,0.0,,1200.002,,1.0,,,,
AccordionTable_cards_14_05,Sets,3,0.5,,120.827,0.0,,175.719,,0.0,,1.0,,
sudoku_sudoku37,Sets,1,0.25,0.034944,0.047,0.0,0.034947,0.433,1.0,0.0,1.0,0.0,1.0,0.0
carSequencing_79,Sets,2,0.0,,,0.0,,1200.001,,1.0,,,,
blockedqueens-strong_blockedqueens281449799600,Sets,1,0.5,0.973704,0.098,0.0,0.954325,0.725,0.0,0.0,17316.0,0.0,0.0,0.001265
RamseyNumbers_03-04-02-SAT,Sets,3,0.25,0.036958,0.001,0.0,0.03696,0.135,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens481721351180,Sets,2,0.5,1614.56,0.02,0.0,1614.5,1.446,1.0,0.0,10413734.0,0.0,1.0,0.002306
efpa_22,Sets,3,0.0,,,0.0,,1200.001,,1.0,,,,
sudoku_sudoku,Sets,3,0.25,0.0356,0.024,0.0,0.035602,0.462,1.0,0.0,1.0,0.0,1.0,0.0
blackhole_PN-78,Sets,2,1.0,11.8943,6.889,0.0,6.63713,11.377,1.0,0.0,50525.0,0.0,1.0,0.013957
blockedqueens_blockedqueens501642418648,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
